p;L;L(p);R(p);T(p)
90;50;1;0;-nan(ind)
90;50;1;0;-nan(ind)
90;50;1.02;0;-nan(ind)
90;50;1;0.02;1.00000
90;50;1.02;0;-nan(ind)
90;50;1.02;0;-nan(ind)
90;50;1.02;0;-nan(ind)
90;50;1.02;0;-nan(ind)
90;50;1.02;0;-nan(ind)
90;50;1.02;0;-nan(ind)
90;50;1.02;0;-nan(ind)
90;50;1;0;-nan(ind)
90;50;1.04;0;-nan(ind)
90;50;1;0;-nan(ind)
90;50;1;0.02;1.00000
90;50;1.02;0;-nan(ind)
90;50;1;0;-nan(ind)
90;50;1.04;0;-nan(ind)
90;50;1;0;-nan(ind)
90;50;1;0;-nan(ind)
90;50;1.02;0.02;1.00000
90;50;1.02;0;-nan(ind)
90;50;1.02;0;-nan(ind)
90;50;1;0;-nan(ind)
90;50;1.02;0;-nan(ind)
90;50;1;0;-nan(ind)
90;50;1.02;0;-nan(ind)
90;50;1;0;-nan(ind)
90;50;1;0;-nan(ind)
90;50;1.02;0;-nan(ind)
90;50;1.02;0;-nan(ind)
90;50;1;0;-nan(ind)
90;50;1;0.02;1.00000
90;50;1.02;0;-nan(ind)
90;50;1.02;0;-nan(ind)
90;50;1.02;0;-nan(ind)
90;50;1;0;-nan(ind)
90;50;1.02;0;-nan(ind)
90;50;1.02;0;-nan(ind)
90;50;1.02;0;-nan(ind)
90;50;1;0;-nan(ind)
90;50;1.02;0;-nan(ind)
90;50;1;0;-nan(ind)
90;50;1;0;-nan(ind)
90;50;1.02;0;-nan(ind)
90;50;1;0;-nan(ind)
90;50;1;0;-nan(ind)
90;50;1.02;0;-nan(ind)
90;50;1.02;0;-nan(ind)
90;50;1;0;-nan(ind)
90;50;1.02;0;-nan(ind)
90;50;1.02;0;-nan(ind)
90;50;1;0;-nan(ind)
90;50;1;0;-nan(ind)
90;50;1.02;0.02;1.00000
90;50;1.02;0;-nan(ind)
90;50;1.02;0;-nan(ind)
90;50;1.02;0.02;1.00000
90;50;1;0;-nan(ind)
90;50;1;0;-nan(ind)
90;50;1.02;0;-nan(ind)
90;50;1.02;0;-nan(ind)
90;50;1.02;0;-nan(ind)
90;50;1.04;0;-nan(ind)
90;50;1;0;-nan(ind)
90;50;1;0.02;1.00000
90;50;1.02;0;-nan(ind)
90;50;1.02;0;-nan(ind)
90;50;1.04;0;-nan(ind)
90;50;1;0;-nan(ind)
90;50;1.02;0;-nan(ind)
90;50;1;0;-nan(ind)
90;50;1.04;0;-nan(ind)
90;50;1.02;0;-nan(ind)
90;50;1;0;-nan(ind)
90;50;1;0;-nan(ind)
90;50;1;0;-nan(ind)
90;50;1.02;0;-nan(ind)
90;50;1.02;0.02;1.00000
90;50;1.02;0;-nan(ind)
90;50;1;0;-nan(ind)
90;50;1.02;0;-nan(ind)
90;50;1.02;0;-nan(ind)
90;50;1.02;0;-nan(ind)
90;50;1.02;0;-nan(ind)
90;50;1;0;-nan(ind)
90;50;1.02;0;-nan(ind)
90;50;1;0;-nan(ind)
90;50;1;0;-nan(ind)
90;50;1;0;-nan(ind)
90;50;1.02;0;-nan(ind)
90;50;1.02;0;-nan(ind)
90;50;1.02;0;-nan(ind)
90;50;1.02;0;-nan(ind)
90;50;1.02;0;-nan(ind)
90;50;1.02;0;-nan(ind)
90;50;1.02;0;-nan(ind)
90;50;1.02;0;-nan(ind)
90;50;1.02;0;-nan(ind)
90;50;1;0;-nan(ind)
90;50;1.02;0;-nan(ind)
90;50;1.02;0.02;1.00000
90;50;1;0;-nan(ind)
90;50;1;0;-nan(ind)
90;50;1.02;0;-nan(ind)
90;50;1.02;0;-nan(ind)
90;50;1.02;0;-nan(ind)
90;50;1.02;0;-nan(ind)
90;50;1.02;0;-nan(ind)
90;50;1;0.02;1.00000
90;50;1;0;-nan(ind)
90;50;1.02;0;-nan(ind)
90;50;1;0;-nan(ind)
90;50;1.02;0;-nan(ind)
90;50;1;0;-nan(ind)
90;50;1;0;-nan(ind)
90;50;1.02;0;-nan(ind)
90;50;1.02;0;-nan(ind)
90;50;1.02;0;-nan(ind)
90;50;1.02;0;-nan(ind)
90;50;1.02;0;-nan(ind)
90;50;1;0;-nan(ind)
90;50;1.02;0;-nan(ind)
90;50;1.04;0;-nan(ind)
90;50;1.02;0;-nan(ind)
90;50;1.02;0;-nan(ind)
90;50;1;0;-nan(ind)
90;50;1.02;0;-nan(ind)
90;50;1.02;0;-nan(ind)
90;50;1;0;-nan(ind)
90;50;1.02;0;-nan(ind)
90;50;1.02;0;-nan(ind)
90;50;1;0;-nan(ind)
90;50;1.02;0;-nan(ind)
90;50;1.04;0;-nan(ind)
90;50;1.02;0;-nan(ind)
90;50;1;0;-nan(ind)
90;50;1;0.02;1.00000
90;50;1;0;-nan(ind)
90;50;1;0;-nan(ind)
90;50;1.02;0;-nan(ind)
90;50;1.02;0;-nan(ind)
90;50;1;0;-nan(ind)
90;50;1.02;0;-nan(ind)
90;50;1.04;0;-nan(ind)
90;50;1;0;-nan(ind)
90;50;1.02;0;-nan(ind)
90;50;1;0;-nan(ind)
90;50;1.02;0;-nan(ind)
90;50;1.02;0;-nan(ind)
90;50;1.02;0;-nan(ind)
90;50;1.02;0;-nan(ind)
90;50;1;0;-nan(ind)
90;50;1.02;0;-nan(ind)
90;50;1;0;-nan(ind)
90;50;1.02;0;-nan(ind)
90;50;1;0;-nan(ind)
90;50;1.02;0;-nan(ind)
90;50;1.02;0;-nan(ind)
90;50;1.02;0;-nan(ind)
90;50;1.02;0;-nan(ind)
90;50;1.02;0;-nan(ind)
90;50;1;0;-nan(ind)
90;50;1.02;0;-nan(ind)
90;50;1.02;0;-nan(ind)
90;50;1.02;0;-nan(ind)
90;50;1;0.02;1.00000
90;50;1;0;-nan(ind)
90;50;1.02;0;-nan(ind)
90;50;1.02;0;-nan(ind)
90;50;1;0;-nan(ind)
90;50;1.02;0.02;1.00000
90;50;1.02;0;-nan(ind)
90;50;1.04;0;-nan(ind)
90;50;1.02;0;-nan(ind)
90;50;1;0;-nan(ind)
90;50;1;0;-nan(ind)
90;50;1.02;0;-nan(ind)
90;50;1.02;0;-nan(ind)
90;50;1.02;0;-nan(ind)
90;50;1.02;0;-nan(ind)
90;50;1;0;-nan(ind)
90;50;1;0;-nan(ind)
90;50;1;0;-nan(ind)
90;50;1.02;0;-nan(ind)
90;50;1.02;0;-nan(ind)
90;50;1.02;0;-nan(ind)
90;50;1.02;0;-nan(ind)
90;50;1.02;0;-nan(ind)
90;50;1.02;0;-nan(ind)
90;50;1;0;-nan(ind)
90;50;1;0;-nan(ind)
90;50;1.02;0;-nan(ind)
90;50;1.02;0;-nan(ind)
90;50;1.02;0;-nan(ind)
90;50;1;0;-nan(ind)
90;50;1.02;0;-nan(ind)
90;50;1;0;-nan(ind)
90;50;1;0;-nan(ind)
90;50;1;0;-nan(ind)
90;50;1.02;0;-nan(ind)
90;50;1.04;0;-nan(ind)
90;50;1.02;0;-nan(ind)
90;50;1.02;0;-nan(ind)
90;50;1.02;0.02;1.00000
90;50;1.02;0;-nan(ind)
90;50;1.02;0;-nan(ind)
90;50;1;0;-nan(ind)
90;50;1;0;-nan(ind)
90;50;1.02;0;-nan(ind)
90;50;1;0;-nan(ind)
90;50;1.02;0.02;1.00000
90;50;1.02;0.02;1.00000
90;50;1;0.02;1.00000
90;50;1.04;0;-nan(ind)
90;50;1.02;0;-nan(ind)
90;50;1.02;0;-nan(ind)
90;50;1;0;-nan(ind)
90;50;1;0;-nan(ind)
90;50;1.02;0.02;1.00000
90;50;1.02;0;-nan(ind)
90;50;1.02;0;-nan(ind)
90;50;1.02;0;-nan(ind)
90;50;1.02;0;-nan(ind)
90;50;1;0;-nan(ind)
90;50;1;0;-nan(ind)
90;50;1;0;-nan(ind)
90;50;1.02;0;-nan(ind)
90;50;1.02;0.02;1.00000
90;50;1;0;-nan(ind)
90;50;1.02;0;-nan(ind)
90;50;1.02;0.02;1.00000
90;50;1.02;0;-nan(ind)
90;50;1.02;0;-nan(ind)
90;50;1.02;0;-nan(ind)
90;50;1.02;0;-nan(ind)
90;50;1;0;-nan(ind)
90;50;1.02;0.02;1.00000
90;50;1;0;-nan(ind)
90;50;1;0;-nan(ind)
90;50;1;0;-nan(ind)
90;50;1.02;0;-nan(ind)
90;50;1.02;0;-nan(ind)
90;50;1;0;-nan(ind)
90;50;1.02;0.02;1.00000
90;50;1.02;0;-nan(ind)
90;50;1;0;-nan(ind)
90;50;1.02;0;-nan(ind)
90;50;1.02;0;-nan(ind)
90;50;1;0;-nan(ind)
90;50;1.02;0;-nan(ind)
90;50;1;0;-nan(ind)
90;50;1;0;-nan(ind)
90;50;1.02;0;-nan(ind)
90;50;1.02;0;-nan(ind)
90;50;1;0;-nan(ind)
90;50;1.02;0;-nan(ind)
90;50;1;0;-nan(ind)
90;50;1;0;-nan(ind)
90;50;1;0;-nan(ind)
90;50;1.02;0;-nan(ind)
90;50;1;0;-nan(ind)
90;50;1;0;-nan(ind)
90;50;1.02;0;-nan(ind)
90;50;1;0;-nan(ind)
90;50;1.02;0;-nan(ind)
90;50;1;0;-nan(ind)
90;50;1;0.02;1.00000
90;50;1;0;-nan(ind)
90;50;1.02;0.02;1.00000
90;50;1.02;0;-nan(ind)
90;50;1.02;0;-nan(ind)
90;50;1;0;-nan(ind)
90;50;1;0.02;1.00000
90;50;1.02;0;-nan(ind)
90;50;1;0;-nan(ind)
90;50;1;0;-nan(ind)
90;50;1;0;-nan(ind)
90;50;1;0;-nan(ind)
90;50;1.02;0;-nan(ind)
90;50;1.02;0.02;1.00000
90;50;1.02;0.02;1.00000
90;50;1.04;0;-nan(ind)
90;50;1.02;0;-nan(ind)
90;50;1.02;0;-nan(ind)
90;50;1;0;-nan(ind)
90;50;1.02;0;-nan(ind)
90;50;1.02;0;-nan(ind)
90;50;1.02;0;-nan(ind)
90;50;1;0.02;1.00000
90;50;1.02;0;-nan(ind)
90;50;1.02;0;-nan(ind)
90;50;1;0;-nan(ind)
90;50;1;0;-nan(ind)
90;50;1.02;0;-nan(ind)
90;50;1;0;-nan(ind)
90;50;1.02;0;-nan(ind)
90;50;1;0.02;1.00000
90;50;1;0;-nan(ind)
90;50;1.02;0;-nan(ind)
90;50;1;0;-nan(ind)
90;50;1.02;0.02;1.00000
90;50;1;0;-nan(ind)
90;50;1.02;0;-nan(ind)
90;50;1;0;-nan(ind)
90;50;1;0;-nan(ind)
90;50;1.02;0;-nan(ind)
90;50;1.02;0;-nan(ind)
90;50;1;0;-nan(ind)
90;50;1.02;0.02;1.00000
90;50;1;0;-nan(ind)
90;50;1.02;0;-nan(ind)
90;50;1.02;0;-nan(ind)
90;50;1;0;-nan(ind)
90;50;1.02;0;-nan(ind)
90;50;1;0;-nan(ind)
90;50;1;0;-nan(ind)
90;50;1.02;0;-nan(ind)
90;50;1;0;-nan(ind)
90;50;1.02;0;-nan(ind)
90;50;1;0;-nan(ind)
90;50;1.02;0;-nan(ind)
90;50;1;0.02;1.00000
90;50;1.02;0;-nan(ind)
90;50;1.02;0.02;1.00000
90;50;1.02;0;-nan(ind)
90;50;1.02;0;-nan(ind)
90;50;1;0.02;1.00000
90;50;1;0;-nan(ind)
90;50;1;0;-nan(ind)
90;50;1.02;0;-nan(ind)
90;50;1.02;0;-nan(ind)
90;50;1;0;-nan(ind)
90;50;1;0;-nan(ind)
90;50;1;0;-nan(ind)
90;50;1;0;-nan(ind)
90;50;1.02;0;-nan(ind)
90;50;1.02;0;-nan(ind)
90;50;1.02;0;-nan(ind)
90;50;1;0;-nan(ind)
90;50;1.02;0;-nan(ind)
90;50;1;0;-nan(ind)
90;50;1.02;0;-nan(ind)
90;50;1.02;0;-nan(ind)
90;50;1.02;0.02;1.00000
90;50;1.02;0;-nan(ind)
90;50;1.02;0;-nan(ind)
90;50;1;0;-nan(ind)
90;50;1.02;0;-nan(ind)
90;50;1;0;-nan(ind)
90;50;1;0;-nan(ind)
90;50;1.02;0;-nan(ind)
90;50;1.02;0;-nan(ind)
90;50;1.02;0;-nan(ind)
90;50;1;0;-nan(ind)
90;50;1.02;0;-nan(ind)
90;50;1.02;0;-nan(ind)
90;50;1;0;-nan(ind)
90;50;1;0;-nan(ind)
90;50;1.02;0;-nan(ind)
90;50;1;0;-nan(ind)
90;50;1.02;0;-nan(ind)
90;50;1.02;0;-nan(ind)
90;50;1;0;-nan(ind)
90;50;1.02;0;-nan(ind)
90;50;1.02;0;-nan(ind)
90;50;1.02;0;-nan(ind)
90;50;1.02;0;-nan(ind)
90;50;1.02;0;-nan(ind)
90;50;1;0;-nan(ind)
90;50;1.02;0;-nan(ind)
90;50;1.02;0;-nan(ind)
90;50;1;0;-nan(ind)
90;50;1.02;0.02;1.00000
90;50;1.02;0;-nan(ind)
90;50;1.02;0;-nan(ind)
90;50;1.02;0;-nan(ind)
90;50;1;0;-nan(ind)
90;50;1;0;-nan(ind)
90;50;1.02;0;-nan(ind)
90;50;1.02;0;-nan(ind)
90;50;1.02;0;-nan(ind)
90;50;1;0;-nan(ind)
90;50;1;0;-nan(ind)
90;50;1;0;-nan(ind)
90;50;1.02;0;-nan(ind)
90;50;1;0;-nan(ind)
90;50;1.04;0.02;1.00000
90;50;1.02;0.02;1.00000
90;50;1;0;-nan(ind)
90;50;1.04;0;-nan(ind)
90;50;1.02;0.02;1.00000
90;50;1.04;0;-nan(ind)
90;50;1;0;-nan(ind)
90;50;1.02;0;-nan(ind)
90;50;1.02;0;-nan(ind)
90;50;1.02;0.02;1.00000
90;50;1;0;-nan(ind)
90;50;1;0;-nan(ind)
90;50;1;0;-nan(ind)
90;50;1.04;0;-nan(ind)
90;50;1;0;-nan(ind)
90;50;1.02;0;-nan(ind)
90;50;1.02;0;-nan(ind)
90;50;1.02;0;-nan(ind)
90;50;1.02;0;-nan(ind)
90;50;1.02;0;-nan(ind)
90;50;1;0;-nan(ind)
90;50;1;0;-nan(ind)
90;50;1.02;0;-nan(ind)
90;50;1.02;0;-nan(ind)
90;50;1.02;0;-nan(ind)
90;50;1;0;-nan(ind)
90;50;1.02;0;-nan(ind)
90;50;1.02;0;-nan(ind)
90;50;1.02;0;-nan(ind)
90;50;1;0;-nan(ind)
90;50;1.02;0;-nan(ind)
90;50;1.02;0.02;1.00000
90;50;1.02;0;-nan(ind)
90;50;1.02;0;-nan(ind)
90;50;1.02;0;-nan(ind)
90;50;1.02;0;-nan(ind)
90;50;1;0;-nan(ind)
90;50;1.02;0;-nan(ind)
90;50;1.02;0;-nan(ind)
90;50;1.02;0;-nan(ind)
90;50;1;0;-nan(ind)
90;50;1;0;-nan(ind)
90;50;1.02;0;-nan(ind)
90;50;1.04;0;-nan(ind)
90;50;1;0;-nan(ind)
90;50;1.02;0;-nan(ind)
90;50;1.02;0;-nan(ind)
90;50;1.02;0;-nan(ind)
90;50;1;0;-nan(ind)
90;50;1.02;0;-nan(ind)
90;50;1.02;0;-nan(ind)
90;50;1;0;-nan(ind)
90;50;1.02;0;-nan(ind)
90;50;1;0;-nan(ind)
90;50;1;0;-nan(ind)
90;50;1;0;-nan(ind)
90;50;1;0;-nan(ind)
90;50;1.02;0.02;1.00000
90;50;1.04;0;-nan(ind)
90;50;1.02;0.02;1.00000
90;50;1.02;0;-nan(ind)
90;50;1;0;-nan(ind)
90;50;1.02;0;-nan(ind)
90;50;1.02;0;-nan(ind)
90;50;1;0.02;1.00000
90;50;1;0;-nan(ind)
90;50;1;0;-nan(ind)
90;50;1.02;0;-nan(ind)
90;50;1;0;-nan(ind)
90;50;1.02;0;-nan(ind)
90;50;1.02;0;-nan(ind)
90;50;1.02;0;-nan(ind)
90;50;1.02;0;-nan(ind)
90;50;1.02;0;-nan(ind)
90;50;1.02;0;-nan(ind)
90;50;1;0;-nan(ind)
90;50;1;0;-nan(ind)
90;50;1.02;0;-nan(ind)
90;50;1;0;-nan(ind)
90;50;1.02;0;-nan(ind)
90;50;1.04;0;-nan(ind)
90;50;1.02;0;-nan(ind)
90;50;1;0;-nan(ind)
90;50;1;0;-nan(ind)
90;50;1.02;0;-nan(ind)
90;50;1;0;-nan(ind)
90;50;1;0;-nan(ind)
90;50;1.02;0;-nan(ind)
90;50;1;0;-nan(ind)
90;50;1;0;-nan(ind)
90;50;1;0;-nan(ind)
90;50;1;0;-nan(ind)
90;50;1;0;-nan(ind)
90;50;1.02;0;-nan(ind)
90;50;1.02;0;-nan(ind)
90;50;1.02;0;-nan(ind)
90;50;1;0;-nan(ind)
90;50;1;0;-nan(ind)
90;50;1;0;-nan(ind)
90;50;1.02;0;-nan(ind)
90;50;1;0;-nan(ind)
90;50;1.02;0;-nan(ind)
90;50;1.04;0;-nan(ind)
90;50;1.02;0;-nan(ind)
90;50;1.02;0;-nan(ind)
90;50;1.02;0;-nan(ind)
90;50;1.02;0;-nan(ind)
90;50;1.02;0;-nan(ind)
90;50;1.02;0;-nan(ind)
90;50;1;0.02;1.00000
90;50;1.02;0;-nan(ind)
90;50;1.02;0;-nan(ind)
90;50;1;0;-nan(ind)
90;50;1.02;0;-nan(ind)
90;50;1;0;-nan(ind)
90;50;1.02;0;-nan(ind)
90;50;1.02;0;-nan(ind)
90;50;1;0;-nan(ind)
90;50;1;0;-nan(ind)
90;50;1.02;0;-nan(ind)
90;50;1.02;0;-nan(ind)
90;50;1.02;0;-nan(ind)
90;50;1;0;-nan(ind)
90;50;1.02;0;-nan(ind)
90;50;1;0;-nan(ind)
90;50;1.02;0;-nan(ind)
90;50;1.02;0.02;1.00000
90;50;1;0;-nan(ind)
90;50;1.02;0;-nan(ind)
90;50;1;0;-nan(ind)
90;50;1.02;0;-nan(ind)
90;50;1.02;0;-nan(ind)
90;50;1.02;0;-nan(ind)
90;50;1.02;0;-nan(ind)
90;50;1.02;0;-nan(ind)
90;50;1.02;0;-nan(ind)
90;50;1.02;0;-nan(ind)
90;50;1.02;0;-nan(ind)
90;50;1.02;0;-nan(ind)
90;50;1;0;-nan(ind)
90;50;1.02;0;-nan(ind)
90;50;1.02;0;-nan(ind)
90;50;1.02;0;-nan(ind)
90;50;1;0;-nan(ind)
90;50;1.02;0;-nan(ind)
90;50;1.02;0;-nan(ind)
90;50;1.02;0;-nan(ind)
90;50;1.04;0;-nan(ind)
90;50;1;0;-nan(ind)
90;50;1.02;0;-nan(ind)
90;50;1.02;0;-nan(ind)
90;50;1;0;-nan(ind)
90;50;1.02;0;-nan(ind)
90;50;1.02;0;-nan(ind)
90;50;1;0;-nan(ind)
90;50;1;0.02;1.00000
90;50;1.02;0;-nan(ind)
90;50;1;0;-nan(ind)
90;50;1;0;-nan(ind)
90;50;1.02;0;-nan(ind)
90;50;1.02;0;-nan(ind)
90;50;1;0;-nan(ind)
90;50;1.02;0;-nan(ind)
90;50;1;0;-nan(ind)
90;50;1.02;0;-nan(ind)
90;50;1.02;0;-nan(ind)
90;50;1.02;0;-nan(ind)
90;50;1;0;-nan(ind)
90;50;1;0;-nan(ind)
90;50;1;0;-nan(ind)
90;50;1.02;0;-nan(ind)
90;50;1.02;0;-nan(ind)
90;50;1.02;0;-nan(ind)
90;50;1.04;0;-nan(ind)
90;50;1.02;0;-nan(ind)
90;50;1.02;0;-nan(ind)
90;50;1;0;-nan(ind)
90;50;1.02;0;-nan(ind)
90;50;1;0;-nan(ind)
90;50;1;0;-nan(ind)
90;50;1.02;0;-nan(ind)
90;50;1;0;-nan(ind)
90;50;1.02;0.02;1.00000
90;50;1;0;-nan(ind)
90;50;1.02;0;-nan(ind)
90;50;1;0;-nan(ind)
90;50;1.02;0;-nan(ind)
90;50;1.02;0;-nan(ind)
90;50;1.02;0;-nan(ind)
90;50;1;0;-nan(ind)
90;50;1.02;0;-nan(ind)
90;50;1;0;-nan(ind)
90;50;1.02;0;-nan(ind)
90;50;1.02;0;-nan(ind)
90;50;1.02;0;-nan(ind)
90;50;1.02;0;-nan(ind)
90;50;1;0;-nan(ind)
90;50;1.02;0;-nan(ind)
90;50;1.02;0;-nan(ind)
90;50;1;0;-nan(ind)
90;50;1.02;0;-nan(ind)
90;50;1.02;0;-nan(ind)
90;50;1.02;0;-nan(ind)
90;50;1.02;0;-nan(ind)
90;50;1.02;0;-nan(ind)
90;50;1;0;-nan(ind)
90;50;1;0;-nan(ind)
90;50;1.02;0;-nan(ind)
90;50;1.02;0;-nan(ind)
90;50;1;0;-nan(ind)
90;50;1.02;0;-nan(ind)
90;50;1.02;0;-nan(ind)
90;50;1.02;0.02;1.00000
90;50;1;0;-nan(ind)
90;50;1.02;0;-nan(ind)
90;50;1.02;0;-nan(ind)
90;50;1.02;0;-nan(ind)
90;50;1.02;0;-nan(ind)
90;50;1;0;-nan(ind)
90;50;1.02;0.02;1.00000
90;50;1.02;0;-nan(ind)
90;50;1.02;0;-nan(ind)
90;50;1.04;0;-nan(ind)
90;50;1.02;0;-nan(ind)
90;50;1.02;0;-nan(ind)
90;50;1.02;0.02;1.00000
90;50;1.02;0;-nan(ind)
90;50;1.04;0;-nan(ind)
90;50;1.02;0;-nan(ind)
90;50;1;0;-nan(ind)
90;50;1;0;-nan(ind)
90;50;1.02;0;-nan(ind)
90;50;1;0;-nan(ind)
90;50;1.02;0;-nan(ind)
90;50;1.02;0;-nan(ind)
90;50;1;0;-nan(ind)
90;50;1;0;-nan(ind)
90;50;1;0;-nan(ind)
90;50;1.02;0;-nan(ind)
90;50;1;0;-nan(ind)
90;50;1;0;-nan(ind)
90;50;1;0;-nan(ind)
90;50;1.02;0;-nan(ind)
90;50;1.02;0;-nan(ind)
90;50;1.02;0;-nan(ind)
90;50;1;0.02;1.00000
90;50;1;0;-nan(ind)
90;50;1;0;-nan(ind)
90;50;1;0;-nan(ind)
90;50;1;0;-nan(ind)
90;50;1.02;0;-nan(ind)
90;50;1.02;0;-nan(ind)
90;50;1;0;-nan(ind)
90;50;1;0;-nan(ind)
90;50;1.02;0;-nan(ind)
90;50;1;0;-nan(ind)
90;50;1.02;0;-nan(ind)
90;50;1.02;0;-nan(ind)
90;50;1;0;-nan(ind)
90;50;1.02;0;-nan(ind)
90;50;1;0;-nan(ind)
90;50;1;0;-nan(ind)
90;50;1.02;0;-nan(ind)
90;50;1.02;0;-nan(ind)
90;50;1.02;0;-nan(ind)
90;50;1.02;0;-nan(ind)
90;50;1;0;-nan(ind)
90;50;1;0;-nan(ind)
90;50;1.04;0;-nan(ind)
90;50;1.02;0;-nan(ind)
90;50;1.02;0;-nan(ind)
90;50;1.02;0;-nan(ind)
90;50;1.04;0.02;1.00000
90;50;1.02;0;-nan(ind)
90;50;1;0;-nan(ind)
90;50;1.02;0;-nan(ind)
90;50;1.02;0.02;1.00000
90;50;1.02;0;-nan(ind)
90;50;1.02;0;-nan(ind)
90;50;1.02;0;-nan(ind)
90;50;1;0;-nan(ind)
90;50;1;0;-nan(ind)
90;50;1;0;-nan(ind)
90;50;1.02;0;-nan(ind)
90;50;1;0;-nan(ind)
90;50;1.02;0.02;1.00000
90;50;1.02;0;-nan(ind)
90;50;1.02;0;-nan(ind)
90;50;1;0;-nan(ind)
90;50;1.02;0;-nan(ind)
90;50;1;0;-nan(ind)
90;50;1;0;-nan(ind)
90;50;1.02;0.02;1.00000
90;50;1.02;0;-nan(ind)
90;50;1.02;0;-nan(ind)
90;50;1.02;0;-nan(ind)
90;50;1.02;0;-nan(ind)
90;50;1;0;-nan(ind)
90;50;1.02;0;-nan(ind)
90;50;1;0;-nan(ind)
90;50;1.02;0;-nan(ind)
90;50;1;0;-nan(ind)
90;50;1;0;-nan(ind)
90;50;1.02;0;-nan(ind)
90;50;1;0;-nan(ind)
90;50;1.02;0;-nan(ind)
90;50;1.02;0;-nan(ind)
90;50;1.02;0;-nan(ind)
90;50;1.02;0;-nan(ind)
90;50;1.02;0;-nan(ind)
90;50;1.02;0;-nan(ind)
90;50;1;0.02;1.00000
90;50;1;0;-nan(ind)
90;50;1;0;-nan(ind)
90;50;1.02;0;-nan(ind)
90;50;1.02;0;-nan(ind)
90;50;1.02;0;-nan(ind)
90;50;1;0;-nan(ind)
90;50;1.02;0;-nan(ind)
90;50;1;0;-nan(ind)
90;50;1.02;0;-nan(ind)
90;50;1.04;0;-nan(ind)
90;50;1;0;-nan(ind)
90;50;1;0;-nan(ind)
90;50;1.02;0;-nan(ind)
90;50;1;0;-nan(ind)
90;50;1.02;0;-nan(ind)
90;50;1.02;0.02;1.00000
90;50;1;0;-nan(ind)
90;50;1.02;0;-nan(ind)
90;50;1;0;-nan(ind)
90;50;1;0;-nan(ind)
90;50;1.02;0;-nan(ind)
90;50;1;0.02;1.00000
90;50;1.02;0;-nan(ind)
90;50;1;0;-nan(ind)
90;50;1;0;-nan(ind)
90;50;1;0.02;1.00000
90;50;1;0;-nan(ind)
90;50;1.02;0;-nan(ind)
90;50;1.02;0;-nan(ind)
90;50;1.04;0;-nan(ind)
90;50;1.02;0;-nan(ind)
90;50;1.02;0;-nan(ind)
90;50;1.02;0;-nan(ind)
90;50;1.02;0;-nan(ind)
90;50;1.02;0;-nan(ind)
90;50;1.02;0;-nan(ind)
90;50;1.02;0;-nan(ind)
90;50;1;0;-nan(ind)
90;50;1;0;-nan(ind)
90;50;1.02;0;-nan(ind)
90;50;1;0;-nan(ind)
90;50;1.02;0;-nan(ind)
90;50;1.02;0;-nan(ind)
90;50;1.02;0;-nan(ind)
90;50;1;0;-nan(ind)
90;50;1.02;0;-nan(ind)
90;50;1;0;-nan(ind)
90;50;1;0;-nan(ind)
90;50;1.02;0;-nan(ind)
90;50;1;0;-nan(ind)
90;50;1.02;0;-nan(ind)
90;50;1.04;0;-nan(ind)
90;50;1.02;0;-nan(ind)
90;50;1;0.02;1.00000
90;50;1;0;-nan(ind)
90;50;1.02;0;-nan(ind)
90;50;1;0;-nan(ind)
90;50;1.02;0;-nan(ind)
90;50;1.02;0;-nan(ind)
90;50;1;0;-nan(ind)
90;50;1.02;0;-nan(ind)
90;50;1;0;-nan(ind)
90;50;1.04;0;-nan(ind)
90;50;1;0;-nan(ind)
90;50;1.02;0;-nan(ind)
90;50;1;0;-nan(ind)
90;50;1.02;0;-nan(ind)
90;50;1.02;0;-nan(ind)
90;50;1;0;-nan(ind)
90;50;1.02;0;-nan(ind)
90;50;1.02;0;-nan(ind)
90;50;1.02;0;-nan(ind)
90;50;1;0;-nan(ind)
90;50;1;0;-nan(ind)
90;50;1;0;-nan(ind)
90;50;1;0;-nan(ind)
90;50;1;0;-nan(ind)
90;50;1.02;0;-nan(ind)
90;50;1.02;0;-nan(ind)
90;50;1.02;0;-nan(ind)
90;50;1.02;0;-nan(ind)
90;50;1.02;0;-nan(ind)
90;50;1;0.02;1.00000
90;50;1.02;0;-nan(ind)
90;50;1.02;0;-nan(ind)
90;50;1;0;-nan(ind)
90;50;1;0;-nan(ind)
90;50;1.02;0;-nan(ind)
90;50;1.02;0;-nan(ind)
90;50;1.02;0;-nan(ind)
90;50;1;0;-nan(ind)
90;50;1.02;0;-nan(ind)
90;50;1.02;0;-nan(ind)
90;50;1;0;-nan(ind)
90;50;1;0;-nan(ind)
90;50;1.04;0;-nan(ind)
90;50;1.02;0;-nan(ind)
90;50;1.02;0;-nan(ind)
90;50;1.02;0;-nan(ind)
90;50;1.02;0;-nan(ind)
90;50;1.02;0;-nan(ind)
90;50;1.02;0;-nan(ind)
90;50;1.02;0;-nan(ind)
90;50;1;0;-nan(ind)
90;50;1.02;0;-nan(ind)
90;50;1.02;0;-nan(ind)
90;50;1.02;0;-nan(ind)
90;50;1.02;0;-nan(ind)
90;50;1;0;-nan(ind)
90;50;1.02;0;-nan(ind)
90;50;1.02;0;-nan(ind)
90;50;1;0;-nan(ind)
90;50;1;0;-nan(ind)
90;50;1;0;-nan(ind)
90;50;1.02;0;-nan(ind)
90;50;1.02;0;-nan(ind)
